VISHAY NTC RT Calculation
The NTC R/T Calculator tool may be used to determine certain capabilities of Vishay NTC thermistors."Utilizing data provided by the user," the tool can generate standard R/T tables for such thermistors. TheNTC R/T Calculator tool is provided solely on an "AS IS" and "AS AVAILABLE" basis for the convenience"of Vishay customers, and without any warranties or representations of any kind, express or implied," all"of which are hereby expressly disclaimed. Any information, computations," or results generated by the"tool, or otherwise available from or through the csv or pdf files," is provided and utilized at your owndiscretion and risk. Vishay does not assume any responsibility or liability resulting from your use of  the"tool or any such information, computations, or results," and shall have none."The foregoing is in addition to, and not in limitations of," the disclaimer below:Vishay disclaimer https://www.vishay.com/doc?91000"For technical questions or inquiries," contact: nlr@vishay.com or thermistor1@vishay.comOrdering Code,,NTCLE350E4103FHB0
"22.5","11167.98","11049.9","11286.0","1.06","0.24","-4.45"
"23","10922.54","10808.3","11036.7","1.05","0.24","-4.44"
"23.5","10683.18","10572.7","10793.7","1.03","0.23","-4.43"
"24","10449.75","10342.9","10556.6","1.02","0.23","-4.41"
"24.5","10222.07","10118.7","10325.4","1.01","0.23","-4.40"
"25","10000.00","9900.0","10100.0","1.00","0.23","-4.39"
"25.5","9783.38","9684.4","9882.3","1.01","0.23","-4.37"
"26","9572.05","9474.2","9669.9","1.02","0.23","-4.36"
"26.5","9365.89","9269.1","9462.7","1.03","0.24","-4.35"
"27","9164.74","9069.0","9260.5","1.04","0.24","-4.34"
"27.5","8968.48","8873.8","9063.2","1.06","0.24","-4.32"
"28","8776.97","8683.3","8870.6","1.07","0.25","-4.31"
"28.5","8590.09","8497.5","8682.7","1.08","0.25","-4.30"
"29","8407.70","8316.1","8499.3","1.09","0.25","-4.29"
"29.5","8229.70","8139.1","8320.3","1.10","0.26","-4.27"
"30","8055.96","7966.4","8145.5","1.11","0.26","-4.26"
"30.5","7886.37","7797.9","7974.9","1.12","0.26","-4.25"
"31","7720.82","7633.3","7808.3","1.13","0.27","-4.24"
"31.5","7559.21","7472.7","7645.7","1.14","0.27","-4.22"
"32","7401.43","7316.0","7486.9","1.15","0.27","-4.21"
"32.5","7247.38","7162.9","7331.9","1.17","0.28","-4.20"
"33","7096.96","7013.5","7180.4","1.18","0.28","-4.19"
"33.5","6950.07","6867.6","7032.6","1.19","0.28","-4.18"
"34","6806.64","6725.1","6888.2","1.20","0.29","-4.16"
"34.5","6666.55","6586.0","6747.1","1.21","0.29","-4.15"
"35","6529.74","6450.1","6609.3","1.22","0.29","-4.14"
"35.5","6396.11","6317.5","6474.8","1.23","0.30","-4.13"
"36","6265.58","6187.9","6343.3","1.24","0.30","-4.12"
"36.5","6138.08","6061.3","6214.8","1.25","0.30","-4.11"
"37","6013.51","5937.7","6089.3","1.26","0.31","-4.09"
"37.5","5891.82","5816.9","5966.7","1.27","0.31","-4.08"
"38","5772.92","5698.9","5846.9","1.28","0.31","-4.07"
"38.5","5656.74","5583.6","5729.8","1.29","0.32","-4.06"
"39","5543.22","5471.0","5615.4","1.30","0.32","-4.05"
"39.5","5432.29","5361.0","5503.6","1.31","0.32","-4.04"
"40","5323.88","5253.4","5394.3","1.32","0.33","-4.03"
"40.5","5217.92","5148.3","5287.5","1.33","0.33","-4.01"
"41","5114.37","5045.6","5183.1","1.34","0.34","-4.00"
"41.5","5013.15","4945.3","5081.0","1.35","0.34","-3.99"
"42","4914.20","4847.2","4981.2","1.36","0.34","-3.98"
"42.5","4817.48","4751.3","4883.7","1.37","0.35","-3.97"
"43","4722.92","4657.5","4788.3","1.38","0.35","-3.96"
"43.5","4630.47","4565.9","4695.0","1.39","0.35","-3.95"
"44","4540.08","4476.3","4603.8","1.40","0.36","-3.94"
"44.5","4451.70","4388.7","4514.7","1.41","0.36","-3.93"
"45","4365.27","4303.1","4427.4","1.42","0.36","-3.92"
"45.5","4280.76","4219.4","4342.2","1.43","0.37","-3.90"
"46","4198.11","4137.5","4258.7","1.44","0.37","-3.89"
"46.5","4117.27","4057.4","4177.1","1.45","0.37","-3.88"
"47","4038.21","3979.1","4097.3","1.46","0.38","-3.87"
"47.5","3960.88","3902.5","4019.2","1.47","0.38","-3.86"
"48","3885.23","3827.6","3942.9","1.48","0.39","-3.85"
"48.5","3811.24","3754.3","3868.1","1.49","0.39","-3.84"
"49","3738.84","3682.7","3795.0","1.50","0.39","-3.83"
"49.5","3668.02","3612.5","3723.5","1.51","0.40","-3.82"
"50","3598.72","3543.9","3653.5","1.52","0.40","-3.81"
"50.5","3530.92","3476.8","3585.0","1.53","0.40","-3.80"
"51","3464.58","3411.2","3518.0","1.54","0.41","-3.79"
"51.5","3399.65","3346.9","3452.4","1.55","0.41","-3.78"
"52","3336.12","3284.1","3388.2","1.56","0.41","-3.77"
"52.5","3273.94","3222.5","3325.3","1.57","0.42","-3.76"
"53","3213.08","3162.3","3263.8","1.58","0.42","-3.75"
"53.5","3153.52","3103.4","3203.6","1.59","0.42","-3.74"
"54","3095.22","3045.8","3144.7","1.60","0.43","-3.73"
"54.5","3038.14","2989.3","3087.0","1.61","0.43","-3.72"
"55","2982.27","2934.0","3030.5","1.62","0.44","-3.71"
"55.5","2927.58","2880.0","2975.2","1.63","0.44","-3.70"
"56","2874.02","2827.0","2921.0","1.64","0.44","-3.69"
"56.5","2821.59","2775.2","2868.0","1.64","0.45","-3.68"
"57","2770.26","2724.4","2816.1","1.65","0.45","-3.67"
"57.5","2719.99","2674.7","2765.2","1.66","0.45","-3.66"
"58","2670.76","2626.1","2715.4","1.67","0.46","-3.65"
"58.5","2622.56","2578.5","2666.7","1.68","0.46","-3.64"
"59","2575.34","2531.8","2618.9","1.69","0.47","-3.63"
"59.5","2529.11","2486.1","2572.1","1.70","0.47","-3.62"
"60","2483.82","2441.4","2526.3","1.71","0.47","-3.61"
"60.5","2439.46","2397.6","2481.4","1.72","0.48","-3.60"
"61","2396.00","2354.6","2437.4","1.73","0.48","-3.59"
"61.5","2353.44","2312.6","2394.3","1.74","0.48","-3.58"
"62","2311.74","2271.4","2352.1","1.74","0.49","-3.57"
"62.5","2270.88","2231.1","2310.7","1.75","0.49","-3.56"
"63","2230.85","2191.5","2270.2","1.76","0.50","-3.55"
"63.5","2191.64","2152.8","2230.5","1.77","0.50","-3.54"
"64","2153.21","2114.9","2191.5","1.78","0.50","-3.53"
"64.5","2115.55","2077.7","2153.4","1.79","0.51","-3.52"
"65","2078.65","2041.3","2116.0","1.80","0.51","-3.51"
"65.5","2042.49","2005.6","2079.4","1.81","0.51","-3.51"
"66","2007.05","1970.6","2043.5","1.82","0.52","-3.50"
"66.5","1972.32","1936.3","2008.3","1.82","0.52","-3.49"
"67","1938.27","1902.7","1973.8","1.83","0.53","-3.48"
"67.5","1904.90","1869.8","1940.0","1.84","0.53","-3.47"
"68","1872.19","1837.5","1906.8","1.85","0.53","-3.46"
"68.5","1840.12","1805.9","1874.3","1.86","0.54","-3.45"
"69","1808.69","1774.9","1842.5","1.87","0.54","-3.44"
"69.5","1777.87","1744.5","1811.2","1.88","0.55","-3.43"
"70","1747.65","1714.7","1780.6","1.88","0.55","-3.42"
"70.5","1718.03","1685.5","1750.6","1.89","0.56","-3.41"
"71","1688.98","1656.9","1721.1","1.90","0.56","-3.41"
"71.5","1660.50","1628.8","1692.2","1.91","0.56","-3.40"
"72","1632.56","1601.2","1663.9","1.92","0.57","-3.39"
"72.5","1605.17","1574.2","1636.1","1.93","0.57","-3.38"
"73","1578.31","1547.8","1608.9","1.94","0.57","-3.37"
"73.5","1551.97","1521.8","1582.1","1.94","0.58","-3.36"
"74","1526.13","1496.3","1555.9","1.95","0.58","-3.35"
"74.5","1500.78","1471.4","1530.2","1.96","0.59","-3.34"
"75","1475.92","1446.9","1505.0","1.97","0.59","-3.34"
"75.5","1451.54","1422.8","1480.2","1.98","0.59","-3.33"
"76","1427.62","1399.3","1456.0","1.99","0.60","-3.32"
"76.5","1404.15","1376.2","1432.1","1.99","0.60","-3.31"
"77","1381.12","1353.5","1408.8","2.00","0.61","-3.30"
"77.5","1358.54","1331.2","1385.9","2.01","0.61","-3.29"
"78","1336.37","1309.4","1363.3","2.02","0.61","-3.29"
"78.5","1314.63","1288.0","1341.3","2.03","0.62","-3.28"
"79","1293.29","1267.0","1319.6","2.03","0.62","-3.27"
"79.5","1272.35","1246.4","1298.3","2.04","0.63","-3.26"
"80","1251.80","1226.1","1277.5","2.05","0.63","-3.25"
"80.5","1231.64","1206.3","1257.0","2.06","0.64","-3.24"
"81","1211.85","1186.8","1236.9","2.07","0.64","-3.24"
"81.5","1192.42","1167.7","1217.2","2.08","0.64","-3.23"
"82","1173.36","1148.9","1197.8","2.08","0.65","-3.22"
"82.5","1154.64","1130.5","1178.8","2.09","0.65","-3.21"
"83","1136.28","1112.4","1160.1","2.10","0.66","-3.20"
"83.5","1118.25","1094.7","1141.8","2.11","0.66","-3.20"
"84","1100.55","1077.3","1123.8","2.11","0.66","-3.19"
"84.5","1083.17","1060.2","1106.2","2.12","0.67","-3.18"
"85","1066.11","1043.4","1088.8","2.13","0.67","-3.17"
"85.5","1049.36","1026.9","1071.8","2.14","0.68","-3.16"
"86","1032.91","1010.7","1055.1","2.15","0.68","-3.16"
"86.5","1016.77","994.9","1038.7","2.15","0.68","-3.15"
"87","1000.91","979.3","1022.5","2.16","0.69","-3.14"
"87.5","985.34","964.0","1006.7","2.17","0.69","-3.13"
"88","970.05","948.9","991.2","2.18","0.70","-3.12"
"88.5","955.04","934.2","975.9","2.18","0.70","-3.12"
"89","940.29","919.7","960.9","2.19","0.70","-3.11"
"89.5","925.81","905.4","946.2","2.20","0.71","-3.10"
"90","911.59","891.5","931.7","2.21","0.71","-3.09"
"90.5","897.61","877.7","917.5","2.22","0.72","-3.09"
"91","883.89","864.2","903.5","2.22","0.72","-3.08"
"91.5","870.41","851.0","889.8","2.23","0.73","-3.07"
"92","857.17","838.0","876.4","2.24","0.73","-3.06"
"92.5","844.16","825.2","863.1","2.25","0.74","-3.05"
"93","831.38","812.6","850.1","2.25","0.74","-3.05"
"93.5","818.82","800.3","837.3","2.26","0.74","-3.04"
"94","806.49","788.2","824.8","2.27","0.75","-3.03"
"94.5","794.37","776.3","812.4","2.28","0.75","-3.02"
"95","782.46","764.6","800.3","2.28","0.76","-3.02"
"95.5","770.75","753.1","788.4","2.29","0.76","-3.01"
"96","759.26","741.8","776.7","2.30","0.77","-3.00"
"96.5","747.96","730.7","765.2","2.31","0.77","-3.00"
"97","736.85","719.8","753.9","2.31","0.77","-2.99"
"97.5","725.94","709.1","742.8","2.32","0.78","-2.98"
"98","715.21","698.6","731.9","2.33","0.78","-2.97"
"98.5","704.67","688.2","721.1","2.33","0.79","-2.97"
"99","694.31","678.1","710.6","2.34","0.79","-2.96"
"99.5","684.12","668.0","700.2","2.35","0.80","-2.95"
"100","674.11","658.2","690.0","2.36","0.80","-2.94"
"100.5","664.27","648.6","680.0","2.36","0.80","-2.94"
"101","654.60","639.1","670.1","2.37","0.81","-2.93"
"101.5","645.09","629.8","660.4","2.38","0.81","-2.92"
"102","635.74","620.6","650.9","2.39","0.82","-2.92"
"102.5","626.54","611.6","641.5","2.39","0.82","-2.91"
"103","617.51","602.7","632.3","2.40","0.83","-2.90"
"103.5","608.62","594.0","623.3","2.41","0.83","-2.90"
"104","599.88","585.4","614.4","2.41","0.84","-2.89"
"104.5","591.29","577.0","605.6","2.42","0.84","-2.88"
"105","582.84","568.7","597.0","2.43","0.85","-2.87"
"105.5","574.54","560.6","588.5","2.43","0.85","-2.87"
"106","566.37","552.5","580.2","2.44","0.85","-2.86"
"106.5","558.33","544.7","572.0","2.45","0.86","-2.85"
"107","550.43","536.9","563.9","2.46","0.86","-2.85"
"107.5","542.66","529.3","556.0","2.46","0.87","-2.84"
"108","535.02","521.8","548.2","2.47","0.87","-2.83"
"108.5","527.50","514.4","540.6","2.48","0.88","-2.83"
"109","520.10","507.2","533.0","2.48","0.88","-2.82"
"109.5","512.83","500.1","525.6","2.49","0.89","-2.81"
"110","505.68","493.1","518.3","2.50","0.89","-2.81"
"110.5","498.64","486.2","511.1","2.50","0.89","-2.80"
"111","491.71","479.4","504.1","2.51","0.90","-2.79"
"111.5","484.90","472.7","497.1","2.52","0.90","-2.79"
"112","478.20","466.1","490.3","2.52","0.91","-2.78"
"112.5","471.60","459.7","483.5","2.53","0.91","-2.77"
"113","465.11","453.3","476.9","2.54","0.92","-2.77"
"113.5","458.73","447.1","470.4","2.54","0.92","-2.76"
"114","452.45","440.9","464.0","2.55","0.93","-2.75"
"114.5","446.27","434.9","457.7","2.56","0.93","-2.75"
"115","440.19","428.9","451.5","2.56","0.94","-2.74"
"115.5","434.20","423.0","445.4","2.57","0.94","-2.74"
"116","428.31","417.3","439.4","2.58","0.94","-2.73"
"116.5","422.51","411.6","433.4","2.58","0.95","-2.72"
"117","416.81","406.0","427.6","2.59","0.95","-2.72"
"117.5","411.19","400.5","421.9","2.60","0.96","-2.71"
"118","405.67","395.1","416.2","2.60","0.96","-2.70"
"118.5","400.23","389.8","410.7","2.61","0.97","-2.70"
"119","394.87","384.5","405.2","2.62","0.97","-2.69"
"119.5","389.60","379.4","399.8","2.62","0.98","-2.68"
"120","384.41","374.3","394.5","2.63","0.98","-2.68"
